id,tanggal,platform,topik,teks,label
448,2026-06-24,YouTube,MBG,Betul klu dikelola Kantin sekolah/UMKM gk perlu ada insentif 6jt/hari. GK perlu buat dapur &gk byr pegawai sppg jd hemat anggaran,Positif
449,2026-06-24,YouTube,MBG,"Bahasa yg dipakai kok, anak menunggu mbg terus. Lah anak anak mah mau dikasih apapun seneng, justru tugas orang tua menilai dampak positif dan negatifnya. Andaikata di stop sementara aja anak anak gaada yg ribut, yg ribut malah yg punya dapur 😢",Negatif
450,2026-06-24,YouTube,MBG,"andre rosiade sama aja sama bosnya, omon2",Negatif
451,2026-06-24,YouTube,MBG,"Program yang rawan korupsi di lakukan oleh pemerintah. 
dan terbukti, kepala nya sendiri korupsi. apakah saya harus percaya pada program ini bisa berjalan tanpa korupsi lagi ? 
jawabanya TIDAK, saya tidak akan pernah percaya program MBG.",Negatif
452,2026-06-24,YouTube,MBG,Pak Yogi kenapa ikut mencecar mas Media? 😢,Negatif
453,2026-06-24,YouTube,MBG,"acara debat politik paling mateng sejauh ini, hostnya ga sibuk nyela pembicaran narsum, dan narsum yang didatangkan pun benar2 org yg paham dg topik pembicaraan",Positif
454,2026-06-23,YouTube,MBG,"Uang yng terkorupsi selama kebijakan ini berjalan ,tuntut suruh bayar bayar prabowo cs dg uang oribadinya ,karena ngotot dan ngengkel dg program ini,karena alasan apapun uang rakyat sudah hilang ,ayoooo dukung mas askar",Negatif
455,2026-06-23,YouTube,MBG,Bang wahyudi askar adalah pioner  bagi bangsa indonesia harus di jaga dan perlindungan,Positif
456,2026-06-23,YouTube,MBG,Telaaaaat pak menteri setelah terjadi korupsi dg entengnya bilang ada penataan yg keliru hellllooo,Negatif
457,2026-06-23,YouTube,MBG,"Dari awal knp gak diperhatikan kebocoran2 yg akan ada, jgn seolah-olah setelah anggaran dikeruk habis2an baru evaluasi, hidup mas media",Negatif
458,2026-06-25,YouTube,MBG,"si Ade mana mau melihat ke akar rumput, saya sih melihatnya ketika ke daerah masyarakatnya sudah ""dikondisikan""",Negatif
459,2026-06-25,YouTube,MBG,"namanya juga dari parpol koalisi, makanya mereka tetap berusaha menceboki bobroknya proyek ini",Negatif
460,2026-06-23,YouTube,MBG,"Kalau mbg nga berhenti berarti yg korupsi masih berjalan.
Kenapa sih mbg susah d berhentikan,apakah ada oknum d dalamnya.
Lebih baik ekonomi  rakyat murah sembako  murah ,untuk apah mbg kalau tdk menguntungkan rakyat,malah pd mahal ,beras mahal apapun mahal,udah setop aja.",Negatif
461,2026-06-23,YouTube,MBG,MANTAP BANG MEDIA! RESEARCHNYA BENAR2 MEWAKILI RAKYAT ❤❤❤,Positif
462,2026-06-23,YouTube,MBG,titik stop MBG,Netral
463,2026-06-23,YouTube,MBG,satu satunya yang pake persepsi sendiri ya si rosiade,Negatif
464,2026-06-23,YouTube,MBG,Kenapa orng pemerintahan gak kyk pak wahyu Askar ini sih yg ada di pemerintahan orng pada bodoh semua nauzubillah ih😮,Negatif
465,2026-06-23,YouTube,MBG,"Saya sebagai ibu dr anak umur 2 tahun tidak senang mendapat MBG, dari 7hari, 5 harinya sering dapat makanan basi, menunya tahu aja, tahu di tepungi, tahu di bikin nugget, kukira nuget ternyta tahu, hadeuhhhh",Negatif
466,2026-06-23,YouTube,MBG,"Pak andre yth, anak2 seluruh indonesia sangat senang terima makan, tapi anak2 juga pilih2 makan nya, banyak yang terbuang, tapi dilarang di foto sisa makanan yg dibuang, dan nilai gizi nya tidak tercapai, mana ada anak2 yg pikirkan gizi dan nilai uang untuk 1 ompreng",Negatif
467,2026-06-23,YouTube,MBG,"Kalau president mendengar , suara rakyat, stop MBG,",Negatif
468,2026-06-23,YouTube,MBG,"Pak andre, anda bisa menjamin kedepan MBG bebas korupsi? Saya tidak yakin!!!",Negatif
469,2026-06-23,YouTube,MBG,Riset kalah dengan opini,Negatif
470,2026-06-23,YouTube,MBG,PEMERINTAH BENER PASTI BUKAN DI INDONESIA😂,Negatif
471,2026-06-23,YouTube,MBG,Benar kata rocky gerung andre rosiade dibawah standar !,Negatif
472,2026-06-23,YouTube,MBG,"sudah diberikan data sedetail ini,tapi pemerintah tetap bebal 
Emang susah ngasih tau orang serakah",Negatif
473,2026-06-23,YouTube,MBG,Negara nggak maju2 cm ngurusin b3ginian,Negatif
474,2026-06-23,YouTube,MBG,"MBG tidak boleh stop, duit negara masih banyak, harus di bagi2in ke kroni2 yg kemaren sudah bantu penguasa menang",Negatif
475,2026-06-23,YouTube,MBG,MBG pandustaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Positif
476,2026-06-23,YouTube,MBG,"Satu lawan dua,, yg pro negara hanya satu orang,, yg dua memaksakan program MBG walaupun negara bangkrut",Negatif
477,2026-06-23,YouTube,MBG,"Omon omon,, pupuk naik",Negatif
478,2026-06-23,YouTube,MBG,"Dana desa tidak ada lagi , dialihkan ke MBG dan kopdes, asosiasi kapala desa tak ada bersuara sebab jabatan nya di kasih 9 tahun,, ha ha ha",Negatif
479,2026-06-23,YouTube,MBG,"La jaleh tu nyo da,, masyarakat di beri pasti menerima, tapi resiko ke negara mereka tidak tau",Negatif
480,2026-06-23,YouTube,MBG,"Pengelolah MBG di tangkap KPK, saran saya agrinas dalam penetapan KSO perampasan aset kebun rakyat yg didalam kawasan hutan maupun tanah Ulayat,",Netral
481,2026-06-23,YouTube,MBG,Benar lebih baik pendidikan dan kesehatan teka sampe kuliyah seperti negara orang,Negatif
482,2026-06-23,YouTube,MBG,"Bubarin stop bikin duit rakyat kok di ginihin si turun kejalan ,ngemis ngemis",Negatif
483,2026-06-23,YouTube,MBG,Katanya mau Brantas korupsi  kok malah ugal2lan bukanya reda malah rame2 mana janjinya omon2 rakyat kecewa berat,Negatif
484,2026-06-23,YouTube,MBG,"Kalau memang Pan dan Gerindra punya tanggung jawab yg besar atas program MBG,bagaimana tentang kebocoran anggaran yg dikorupsi apakah bisa dikembalikan mengingat anggaran tsb sumber dana dari uang rakyat,
Jadi bukan hanya omon2 dan kepentingan partai dgn bancakan jatah buka SPPG.",Negatif
485,2026-06-23,YouTube,MBG,Prabowo sudah gagal total dalam memimpin lebih baik mundur aja. Karna tidak mendengar kan rakyat.,Negatif
486,2026-06-23,YouTube,MBG,"Di,Madura,murid,2,sudah,banyak,yg,sudah,bosan,d,ngambil,jatahnya,karena,menunya,yaaa,itu,itu,ajaaa",Negatif
487,2026-06-23,YouTube,MBG,Stop mbg harga mati dari pada rakyat makin di tindas,Negatif
488,2026-06-23,YouTube,MBG,Teganya sebesar itu uang banyak begitu beraninya  oke lanjut,Negatif
489,2026-06-23,YouTube,MBG,"Kenapa,g,di,tutup,sja,ganti,dg,uang,biar10,ribu,kan,jelas,nyata,juga,g,repot2,byar,orang,segala,itu,lebih,mantap",Positif
490,2026-06-23,YouTube,MBG,Program MBG adalah program nya para koruptor supaya koruptor bergizi dan sehat.,Negatif
491,2026-06-23,YouTube,MBG,❤  evelusi  mbg    😢🎉    tu  pk   uga   bu   😢   lh  yg  menentukan   mana2   yg   di  tetapkan  yg  mendapat  kan  😢😢  kami  lklas   😅,Positif
492,2026-06-23,YouTube,MBG,KalauPEMERINTAH  bertujuan baik serahkan saja pd sekolah,Negatif
493,2026-06-23,YouTube,MBG,Media mbg watch. Ngeri Abang ku gas kuen. Keluarkan data data nya bang.,Negatif
494,2026-06-23,YouTube,MBG,Bocor baru di tambal.,Negatif
495,2026-06-23,YouTube,MBG,Stopbg selamanya.,Negatif
496,2026-06-23,YouTube,MBG,Bang Media mantaap,Netral
497,2026-06-23,YouTube,MBG,Tutup mbg.,Negatif
498,2026-06-23,YouTube,MBG,"Saya dukung MBG Watch👍.dana di salurkan ke sekolah biar sekolah yg mengelola.
Kalo tdk hentikan total sj MBG 👌",Positif
499,2026-06-23,YouTube,MBG,"Moderator tidak imbang.
Pertanyaan lebih tajam ke salah satu pihak saja.

Sebagai moderator harusnya tidak memberikan tanggapan pribadi yang menunjukan keberpihakan. Apalagi jika keberpihakannya bukan kepada masyarakat.",Negatif
500,2026-06-23,YouTube,MBG,"Closed statemen dari bung media sangat berkelas, nice job bung. ❤❤",Positif
501,2026-06-23,YouTube,MBG,Mbg harus d tutup aja,Negatif
502,2026-06-23,YouTube,MBG,"""narasi narasi"" terus. Padahal argumen base on data lho. Justru kalian yg selalu membuat narasi ""whitewashing"" pemerintah terus. Hadeh",Negatif
503,2026-06-23,YouTube,MBG,"Memperbaiki dan membendung aliran deras korupsi sambil berenang di air berombak  yang sangat amat keruh
tidak gampang bung bahkan kemungkinan besar gagal",Negatif
504,2026-06-23,YouTube,MBG,Alasan ibu2 menunggu karena memang harus di tunggu karena tidak di berikan per orang malah membuat banyak waktu terbuang hanya untuk mengunggu,Negatif
505,2026-06-23,YouTube,MBG,"Gue nontonnya langsung skip kalau 2 pejabat itu yang ngomong. Bukan apa"", lebih enak dengerin mas media pas lagi berargumen, lebih base on data dan logic. Hehe",Positif
506,2026-06-23,YouTube,MBG,PEJABAT MASIH KADER PARTAI SAJA SUDAH SALAH MENURUT SAYA!!!,Negatif
507,2026-06-23,YouTube,MBG,Korupsi berhasil,Negatif
508,2026-06-22,YouTube,MBG,dimanapun podcast nya. jawaban pejabat selalu sama hanya retorika dan angan2.,Negatif
509,2026-06-22,YouTube,MBG,Paling jijik klw liat DPR cmn bilang dari partainya masing2 padahal mereka jg kartel politik😅,Negatif
510,2026-06-22,YouTube,MBG,"MEREKA YG MERUSAK , MEREKA SENDIRI YG MEMPERBAIKI SEOLAH² MEREKA PAHLAWAN !!! JANGAN PERCAYA OMONGAN ORANG PARTAI , MEMPERBAIKI DGN TIDAK MENGURANGI KEUNTUNGAN GEROMBOLAN PARTAI !!!!",Negatif
511,2026-06-22,YouTube,MBG,"Siapa pun yang terlibat di MBG 
Sebaiknya mengundurkan diri saja 
Sebelum kita paksa turun tangga kalian wahai para koruptor",Negatif
512,2026-06-22,YouTube,MBG,"MBG ANGARAN GEMOY,APBN BISA TEKOR BAGAI MANA MENGATAS,MASALAH ITU SANGATLAH GAMPANG.GAMPANG BAGAIMANA NAIKIN PAJAK BERES",Negatif
513,2026-06-22,YouTube,MBG,DPR mewakili siapa sih? Rakyat banyak yg menolak MBG kok ga diwakilkan,Negatif
514,2026-06-22,YouTube,MBG,Sudah seterang''an seperti ini kebijakan lebih condong madorot nya tapi pemerintah masih blm stop MBG,Negatif
515,2026-06-22,YouTube,MBG,Ga ada yg bisa dipercaya dr si andre😂😂😂😂😂😂,Negatif
516,2026-06-22,YouTube,MBG,Qodari si tukang survei abal2😂😂,Negatif
517,2026-06-22,YouTube,MBG,"Pengawas maling yg di awasi  juga maling,,,😂😂",Negatif
518,2026-06-22,YouTube,MBG,Pegawai baik di kementrian dan dirjen mereka masih dari pemerintahan dan manajemen kepemimpinan lama tentu masih memakai cara2 lama pula yang memegang paham bajingan seharusnya dapat dibersihkan juga,Negatif
519,2026-06-22,YouTube,MBG,"Say it loud Pak! Emang dikira kita kritis program MBG karena benci sama pemerintah, kan engga. Kita kritis ya karena mau negara ini dikelola dengan baik dan benar. Jangan lah logikanya dibolak balik demi tujuan tertentu.",Negatif
520,2026-06-22,YouTube,MBG,Andre junhas😅😅😅😅😅masih ada yg denger😅😅😅😅😅,Negatif
521,2026-06-22,YouTube,MBG,Pangkas dulu yang punya dapur lebih dari satu,Negatif
522,2026-06-22,YouTube,MBG,"Cerdas, tepat dan bijak menempatkan diksi, sekalipun host mencoba menganulir, namun argumen itu tetap dipatahkannya. 

CATAT: 
Kajian akademik dikalahkan pemburu rente di sistem partai Politik yang saat ini menjadi pondasi memilih calon pemimpin.

Makanya, pengusaha pemilik modal ""berperang"" membuat partai untuk bisa lolos masuk panggung politik dan akan bertransformasi menjadi penguasa.

Pengusaha ke Penguasa itulah Oligarki dan contoh rusaknya sistem bernegara saat ini adalah Negri Tercinta Indonesia.

Ibu Pertiwi menangis, konstitusi dikangkangi, jerih lelah para pahlawan disingkirkan, nafsu berkuasa dan menguasai Indonesia oleh sekelompok tujuan merampok nyata.

Bertobatlah hai bangsaku, hai para pemimpin penguasa, anak cucu sudah menunggu di pintu gerbang. 

Apakah rekonsiliasi Nasional sejarah 1928  bisa terlaksana kembali? 

Disintegrasi bangsa sudah semakin nyata, para pemangku adat daerah sudah kembali merapatkan barisan.

Ingat, dasar hukum positif adalah Hukum Adat. Jika negara dan pemerintah serampangan tidak mengakui eksistensi Hukum Adat daerah sesuai amanat 1928, niscaya disintegrasi bangsa nyata adanya.

Mari para pemangku adat setiap daerah kembali bersatu. TANAH ADAT tanah Ulayat adalah milik adat dan tidak milik negara.

NKRI adalah kesepakatan para founding father, yang jika hakikatnya dilanggar, maka bisa bubar. 

Salam Hormat.",Negatif
523,2026-06-22,YouTube,MBG,"Pronga
M. Mbg. Diganti. Sj. Dgn. Yg. Br. Mata. At. Sj",Negatif
524,2026-06-22,YouTube,MBG,Pejabat indo emang otak dangkal otak korupsi udah susah yg harus diubah pra pejabatnya,Negatif
525,2026-06-22,YouTube,MBG,Dewan Perwakilan Rakyat apa dewan perwakilan pemerintah ganti aja dpp jangan dpr,Netral
526,2026-06-22,YouTube,MBG,Uang. Negara. Sudah habis. Bisakah. Kembali.,Negatif
527,2026-06-22,YouTube,MBG,Mbg hapuskan.,Negatif
528,2026-06-22,YouTube,MBG,"Niat pak Prabowo dan program MBG memang bagus,tapi banyak curut ngaku meong,lanjut sampai akhir masa jabatan terus evaluasi caranya!
Yang pasti tangkap curut dan kecoa",Negatif
529,2026-06-22,YouTube,MBG,entah sampai kapan kalian para pejabat berhenti dari ke tololan kalian?,Negatif
530,2026-06-22,YouTube,MBG,"Petani said :""pupuk murah gundulmu, kasih tau nih ya, kami petani kalo mau beli pupuk itu ada jatahnya, memang harganya agak sedikit murah, tapiiiiii ingat, kalo detik itu RW bilang pupuk harus diambil, dan kita petani lagi gak ada uang buat ambil, jatah kita bisa dibeli orglain😢, alhasil pada saat kami punya uang, kami beli pupuk Nok subsidi, pupuk subsidi tergolong langka bos. Makanya sini ke kampung2 desa2, jangan cuma ngmong doang, ada lagi bantuan traktor dan mesin2, itu diserahkan ke kelompok tani, tau ga mereka bisnisin lagi,? Aduhh kacau",Negatif
531,2026-06-22,YouTube,MBG,"Hostnya nggak greget, harusnya informasi dari Mas Media ini digali dan dipancing terus biar keluar data2nya.",Negatif
532,2026-06-22,YouTube,MBG,Andre dari Gerindra ini malu2in orang minangkabau saja.,Negatif
533,2026-06-22,YouTube,MBG,"Sesama orang awak bangga punya Bang Media, dan malu punya bang Andre.",Negatif
534,2026-06-22,YouTube,MBG,Memang untk mempertahankan uang korupsinya memang banyak alasan kalau mau menepati janji politik coba ulang janji Prabowo,Negatif
535,2026-06-22,YouTube,MBG,"Mbg klu mau dilanjutkan setelah hukuman para pelaku korupsi di hukum mati baru di mulai lag mbg sesudah di putus pengadilan para koruptor di hukum mati, apa bila pera pekerja di mbg korupsi sudah ada contoh di hukum mati",Negatif
536,2026-06-22,YouTube,MBG,Tutup saja mbg Dari padaa dikoupsi uang rakyat lebih baik uang nya di berikan kepada orang tua penerima mbg biar masak di rmh masing masing,Negatif
537,2026-06-22,YouTube,MBG,Sebelum ada hukuman mati kepada kelompok koruptor di mbg pasti  membuat akal akaln supaya para kelompok para koruptor pasti berjalan terus,Negatif
538,2026-06-22,YouTube,MBG,Ini baru mantap mbg wartc,Positif
539,2026-06-22,YouTube,MBG,"hampir di semua media sosial masyarakat banyak mengaspirasikan bahwa program mbg ini gak efektif dan menginginkan dihentikan, lagi"" ngelesnya bilang masyarakat sangat membutuhkan mbg, sebenernya rakyat  mana yang ditanyain sih? 😂😂",Negatif
540,2026-06-22,YouTube,MBG,"2 lawan 1 
Tapi narasi nya lebih berbobot yg 1 orang,yg 2 engga tau saya dasarnya apa itu narasi nya,cuma itu2 aja ""intinya lanjut terus"" kocak ah kalian 😂😂😂😂",Negatif
541,2026-06-22,YouTube,MBG,"Logikanya gini om
Om punya uang banyak 
Mau ga di kasih hibah dari pemerintah
Sekaya apa pun orang jika di kasih ga bakalan menolak, 
Kajiannya di sini itu uang rakyat dan tanggung jawab rakyat harus di jaga jangan di salah gunakan. 
Suksesi ini kepentingan elit janji program, apa kepentingan rakyat kebutuhan sejahtra rakyat. Semuanya butuh manajemen om, 
Kalian elit politik wajar mempertahankan karena ada anggaran dari rakyat, apakah rakyat di perhatikan? Termasuk pendapatan harian mereka dan hidup mereka. 
Akal-akalan elit politik memang manis dalam meminabobokan rakyat, tapi tidak semua rakyat kita banyak akademis yang melek om
Awas jadi bumerang. 
Mksh",Positif
542,2026-06-22,YouTube,MBG,Aneh🤔 hehehe//makanan anak2 aja di korup//mending mbg langsung di kelola oleh guru2 sekolah//masuk ke keperasi sekolah//itu baru bagus//hasil dari mbg bisa untuk bagunan sekolah yang sudah rusak,Negatif
543,2026-06-22,YouTube,MBG,Keren MBG Watch… berbasis data,Netral
544,2026-06-22,YouTube,MBG,"3 lawan satu ini, moderator nya keliatan bela MBG",Negatif
545,2026-06-22,YouTube,MBG,"Pemerintah evaluasi, hasilnya apa?",Negatif
546,2026-06-22,YouTube,MBG,"Data terbaru per Mei 2026, bro:
Total kumulatif (JPPI)
37.270 korban keracunan MBG sejak Januari 2025–Mei 2026
9.167 korban tercatat Januari–31 Mei 2026 saja — menunjukkan kasus keracunan masih terus terjadi di berbagai daerah sejak lebih dari satu tahun pelaksanaannya",Netral
547,2026-06-22,YouTube,MBG,Serakah banget rezim ini astaghfirullah,Negatif
548,2026-06-22,YouTube,MBG,"Pintar dan cerdas Luar biasa banget MBG watch. Semua argumen nya berdasarkan fakta yg tidak bisa dijawab dan dibantah oleh pihak Istana. 

Poinya adalah lihat dan beresin semua pemilik SPPG agar tidak terjadi konflik kepentingan. Omong kosong dengan narasi tata kelola..tata kelola kalau yg mengelola adalah ormas, partai politik, polisi dan TNI. Solusinya stop dulu MBG sampai tidak ada konflik kepentingan.",Positif
549,2026-06-22,YouTube,MBG,"Setuju dgn bang media rombak semua. Kalau membicarakan How pasti ada 100 jawaban, who sesuai yg disampaikan mas media. tinggal why nya karena mempengaruhi trust masyarakat. Bnyk vendor2 profesional, serahkanlah ke sekolah. Fungsi DPR dan BGN melakukan pengawasan.",Positif
550,2026-06-22,YouTube,MBG,Dpr bicara mutar2,Netral
551,2026-06-22,YouTube,MBG,2 dpr bicara ga ada datanya 🤓,Negatif
552,2026-06-22,YouTube,MBG,Kalau bisa satu desa satu dapur  tapi di desa kami desa jenggala tanjung lombok utara NTB ada 65 dapur mbg,Netral
553,2026-06-22,YouTube,MBG,"Kalo dicerna, solusinya mudah loh, yang daerah 3T dibangunkan SPPG, yang di kota diserahkan di sekolah-sekolah, tinggal mau apa ngga nih njalanin ini 😂",Negatif
554,2026-06-22,YouTube,MBG,Partai politik banyak yang licik,Negatif
555,2026-06-22,YouTube,MBG,"Hostnya interupsi mulu, ga becus",Negatif
556,2026-06-22,YouTube,MBG,Bensin kok naik,Negatif
557,2026-06-22,YouTube,MBG,Anggota DPR malah jd jubir pemerintah..bukan sebagai fungsi kontrol 😮,Negatif
558,2026-06-22,YouTube,MBG,"Bang media sangat keren, dikeroyok msh tetep menang",Positif
559,2026-06-22,YouTube,MBG,Kapan ya beliau beliau pengusul MBG ini meninggalkan Indonesia? 😊,Negatif
560,2026-06-22,YouTube,MBG,Pemerintahan skrng kepala batu 😢,Negatif
561,2026-06-22,YouTube,MBG,"Kenapa harus 82 jt penerima MBG, apa seluruh anak indonesia stunting ?",Negatif
562,2026-06-22,YouTube,MBG,"Hentikan MBG karena BUKAN makan bergizi gratis ""TAPI' MOMOK BUAT GENERASI""",Negatif
563,2026-06-22,YouTube,MBG,"MBG baru di evaluasi setelah basah, sebulan dua bulan muali aja udah ketahuan korupsi, 
Coba KMP( kelompok maling Prabowo) nunggu basah lagi kah?",Negatif
564,2026-06-22,YouTube,MBG,"Yg jelasnya Tutup Mbg rakyat tdk percaya lagi yg perlu diperhatikan pendidikan dan kesehatan ,",Negatif
565,2026-06-22,YouTube,MBG,Lucu dan miris. Pejabat cuma pandai menjilat dan mengolah kata,Negatif
566,2026-06-22,YouTube,MBG,"Diskusi macam apa ini? Perwakilan rakyat cuma 1 orang sementara perwakilan pemerintah 2 ditambah itu moderator condong bgt ke arah pemerintah 🙂 jadinya 1 Vs 3 


Gak adil bgt 😌",Negatif
567,2026-06-22,YouTube,MBG,"Program MBG ,sama sekali penghinaan terhadap rakyat pemerintah hanya menjadikan rakyat ini seperti ternak dgn alasan kurang gizi bayi itupenghinaan nyata,anaknya makan 1x di sekolah,tapi pulang di rumah  2-3 kali,itulah wujud ketidak Adilan nyata",Negatif
568,2026-06-22,YouTube,MBG,"SEMUA GARONG MBG, YG TERIAK  MEMBELA PROYEK MBG SDH KECIPRATAN JUGA  UANG HASIL MALING",Negatif
569,2026-06-22,YouTube,MBG,"Ngene kok di tontone,",Negatif
570,2026-06-22,YouTube,MBG,Yg saya tau jarang anak 2 makan nasi E bg,Negatif
571,2026-06-22,YouTube,MBG,"ngapain kocak pake segala di perbaiki   !  mbg! 


bubarin aja program yg bkin amburadul negara  ! 



rakyat sudah muak sma pemerintahan yg korup ini",Negatif
572,2026-06-22,YouTube,MBG,MC nya kyaknya pendukungnya mbg,Negatif
573,2026-06-22,YouTube,MBG,"Korupsi lagi-korupsi lagi, capek deh",Negatif
574,2026-06-22,YouTube,MBG,Sppg katanya memperdayakan kantin / umkm / rakyat bawah tapi malah yg punya para pejabat b4jngan!,Negatif
575,2026-06-22,YouTube,MBG,Moderatornys kureng bangetttt,Positif
576,2026-06-22,YouTube,MBG,"Sudah jelas membuat hutang negara semakin membengkak, pajak rakyat naik semua, koruptor yang teroganisir, harga2 kebutuhan naik.",Negatif
577,2026-06-22,YouTube,MBG,Pupuk murah dari mana yang murah subsidi itu pun kwalitas tidak. Baguss,Positif
578,2026-06-22,YouTube,MBG,Lanjutkan Part 2,Negatif
579,2026-06-22,YouTube,MBG,Keren sekali pemaparan wakil MBG Watch,Positif
580,2026-06-22,YouTube,MBG,Julhas mah kerja teh pupujieun,Negatif
581,2026-06-22,YouTube,MBG,Dewan pelayan rezim dan pelayan pemodal.,Netral
582,2026-06-22,YouTube,MBG,"pernyataan Andre Rosiade, harga padi naek karna anggran pemerintah???
 bukankah itu berbanding harga beras 14rb,  begini ya logilkanya  ketika padi di panen pakai kombin dengan harga perkig 6500 yg dikatakan pakai anggaran pemerintah. ketika padi 1kg tersebut di jemur kemudian di selep jadi beras akan menjadi 55-60 kg dalam 1 kwintal padi. atau 5.5-6 ons perkg padi di rupiahkan dalam beras  akan menjadi 7.500/setengah kg beras. jadi itu sudah berbading hukum ekonomi. bukan anggaran  dari pemerintah pantasnya kebijkanan pemerintah, jadi konsumen yang harus beli beli beras dengan harga lebih mahal. saia ex pemain petani dan penggilngin padi",Negatif
583,2026-06-21,YouTube,MBG,"amat sangat disayangkan,dsini da pihak yang tutup mata tutup telinga",Negatif
584,2026-06-21,YouTube,MBG,Rakyat nya pejabat nya maling semua itulah indonesia,Negatif
585,2026-06-21,YouTube,MBG,"Saya yakin,meskipun kepala BGN d ganti tetap akan ada kasus2 yg sama,selama mereka masih terafiliasi dg penguasa",Negatif
586,2026-06-21,YouTube,MBG,Aceh timur banyak punya wakil bupati yg berasal dari gerindra,Netral
587,2026-06-21,YouTube,MBG,Sehat terus mas media,Netral
588,2026-06-21,YouTube,MBG,"Negara ini omon2 ala warteg semua. Bikin program tapi gak ada yg paham supaya gak bolong gimana, atau malah sengaja dibikin bolong.
Kalau mau jalankan yg benar belajar saja dari negara China. Mereka jg punya program subsidi makan gratis anak sekolah.",Negatif
589,2026-06-21,YouTube,MBG,"Coba serahkan pada komite sekolah ,akan beres dan lancar",Netral
590,2026-06-21,YouTube,MBG,"Memalukan bang Andri ini, 😂😂😂😂😂",Negatif
591,2026-06-21,YouTube,MBG,"Saya org miskin pak Andre tp saya menolak MBG,, nyawa ank saya lbh berharga drpd MBG,,, walaupun cm lauk tempe tahu tp saya yg masak sendiri",Negatif
592,2026-06-21,YouTube,MBG,DPR.kenapa gak malu belain mbg.yg begitu meresahkan,Negatif
593,2026-06-21,YouTube,MBG,"15.000 jadi 8.000 Susah di jelaskan memang,",Negatif
594,2026-06-21,YouTube,MBG,MBG Watch hebat,Positif
595,2026-06-21,YouTube,MBG,"Kebiasaan bangsa Indonesia, tabrak aja dulu, aturan belakangan",Negatif
596,2026-06-21,YouTube,MBG,Luar biasa menjilatnya wakil ketua MPR ini…nauzubillah,Negatif
597,2026-06-21,YouTube,MBG,"Benar kata Uda Media, pemerintah tidak mendengar. Ini yg dikoar2kan masalah anak sekolah yg menginginkan MBG, ya klu masalah MBG nya pasti anak2 sekolah mau. Saya saja sbgai org tua, masih mau MBG tetap ada. TAPI, TATA KELOLALNYA  DIRUBAH. CATAT, DIRUBAH. BUKAN DIHAPUSKAN.",Negatif
598,2026-06-21,YouTube,MBG,"""Menang bersorak kampung tagadai""",Negatif
599,2026-06-21,YouTube,MBG,Ini host nya kok berat sebelah ya…jngan2 anda juga punya dapur MBG ya,Negatif
600,2026-06-21,YouTube,MBG,Semangat Mas Media!!!,Negatif
601,2026-06-21,YouTube,MBG,"pada intinya, orang2 serakah udah terlalu banyak duduk di pemerintahan, cuma kiamat yg bisa menstop keserakahan tuh manusia2 busuk.",Negatif
602,2026-06-21,YouTube,MBG,Rezim penguasa sekarang dalam melksanakan proyek selalu dibuat sistim untuk mudah dikorupsi.,Negatif
603,2026-06-21,YouTube,MBG,"kasih ajah tiap siswa perminggu 50 ribu sehingga uang berputar seluruh pelosok negeri. sehingga kios, warung seluruh indonesia pasti menikmati.",Positif
604,2026-06-21,YouTube,MBG,Mestinya bisa menilai KLO menguntungkan masarakat tidak komplen malah ini di penerima yg komplen kan,Negatif
605,2026-06-21,YouTube,MBG,"semua akan ini akan itu, namun korupsi  sampai negeri ini bubar.",Negatif
606,2026-06-21,YouTube,MBG,"Buktikan dengan kerja nyata jangan hanya omon omon. Didaerah kami itu sekolah yang mendapat MBG sekolah di perkotaan sedang sekolah yang letaknya di pelosok belum tersentuh sama sekali MBG , justru sekolah kota yang nggak butuh dapat jatah secara kebutuhan gizi karena orang tua rata rata sudah mampu untuk menyediakan makanan bergizi tolong batalkan mbg ganti sekolah gratis dan jaminan kesehatan masyarakat gratis itu lebih mulia",Negatif
607,2026-06-21,YouTube,MBG,Nyawiki prabowo ini namanya,Netral
608,2026-06-21,YouTube,MBG,Yg menolak bkn orang kaya tapi rakyat yg tau kalo mbg bnyk d korupsi,Negatif
609,2026-06-21,YouTube,MBG,Suka kali pemaparan bang media wahyu asykar lulusan manchester universiti,Positif
610,2026-06-21,YouTube,MBG,"Jadinya 15, eeeeh ternyata 8 ribu yg diberikan,,😂😂😂😂😂 c",Negatif
611,2026-06-21,YouTube,MBG,Kompas TV bahas lagi koperasi merah putih yg juga tidak jelas,Netral
